,City,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Date
787,adelanto,34.8,-117.4,66.81,45,1,7.16,2020-08-08
788,adelanto,34.8,-117.6,68.05,45,1,7.07,2020-08-08
789,lancaster,34.8,-117.8,72.7,33,1,18.34,2020-08-08
790,lancaster,34.8,-118.0,72.66,33,1,18.34,2020-08-08
791,lancaster,34.8,-118.2,72.25,40,1,16.11,2020-08-08
792,quartz hill,34.8,-118.4,68.65,40,1,16.11,2020-08-08
793,tehachapi,34.8,-118.6,66.65,40,1,16.11,2020-08-08
794,arvin,34.8,-118.8,62.33,42,1,2.57,2020-08-08
795,fillmore,34.8,-119.0,59.68,47,0,1.99,2020-08-08
796,taft,34.8,-119.2,59.58,84,0,1.54,2020-08-08
797,taft,34.8,-119.4,60.48,47,0,1.99,2020-08-08
798,taft,34.8,-119.6,62.01,58,0,1.86,2020-08-08
799,goleta,34.8,-119.8,59.76,87,40,1.79,2020-08-08
800,goleta,34.8,-120.0,58.95,87,40,0.87,2020-08-08
801,santa maria,34.8,-120.2,57.65,93,90,3.36,2020-08-08
802,santa maria,34.8,-120.4,56.73,87,90,3.27,2020-08-08
803,lompoc,34.8,-120.6,56.35,93,90,3.36,2020-08-08
804,grover beach,34.8,-120.8,56.44,93,90,3.36,2020-08-08
805,pismo beach,34.8,-121.0,56.66,93,90,3.36,2020-08-08
806,pismo beach,34.8,-121.2,56.75,93,90,3.36,2020-08-08
807,morro bay,34.8,-121.4,59.63,93,21,8.84,2020-08-08
808,morro bay,34.8,-121.6,60.03,93,14,9.71,2020-08-08
809,morro bay,34.8,-121.8,60.31,92,5,10.6,2020-08-08
810,morro bay,34.8,-122.0,60.6,91,0,11.99,2020-08-08
811,morro bay,34.8,-122.2,60.78,90,0,13.22,2020-08-08
812,morro bay,34.8,-122.4,61.02,90,0,14.32,2020-08-08
813,morro bay,34.8,-122.6,61.21,89,0,15.32,2020-08-08
814,monterey,34.8,-122.8,61.39,89,0,16.31,2020-08-08
815,monterey,34.8,-123.0,61.72,88,0,17.47,2020-08-08
816,monterey,34.8,-123.2,62.11,88,0,18.59,2020-08-08
817,pacific grove,34.8,-123.4,62.46,87,0,19.57,2020-08-08
818,pacific grove,34.8,-123.6,62.78,86,11,20.56,2020-08-08
819,pacific grove,34.8,-123.8,63.09,86,29,21.56,2020-08-08
820,pacific grove,34.8,-124.0,63.37,85,30,22.46,2020-08-08
821,pacific grove,34.8,-124.2,63.66,84,8,23.0,2020-08-08
822,pacific grove,34.8,-124.4,63.86,84,0,23.55,2020-08-08
823,pacific grove,34.8,-124.6,64.09,83,0,24.11,2020-08-08
824,pacific grove,34.8,-124.8,64.31,82,0,24.65,2020-08-08
825,kingman,35.0,-114.0,84.18,11,1,11.41,2020-08-08
826,kingman,35.0,-114.2,85.32,11,1,11.41,2020-08-08
827,bullhead city,35.0,-114.4,87.96,4,1,5.82,2020-08-08
828,bullhead city,35.0,-114.6,87.51,4,1,5.82,2020-08-08
829,bullhead city,35.0,-114.8,87.76,4,1,5.82,2020-08-08
830,bullhead city,35.0,-115.0,87.4,4,1,5.82,2020-08-08
831,bullhead city,35.0,-115.2,87.21,4,1,5.82,2020-08-08
832,bullhead city,35.0,-115.4,66.11,25,0,3.2,2020-08-08
833,twentynine palms,35.0,-115.6,70.75,23,0,3.29,2020-08-08
834,twentynine palms,35.0,-115.8,72.28,25,0,3.24,2020-08-08
835,twentynine palms,35.0,-116.0,80.6,22,40,4.7,2020-08-08
836,barstow,35.0,-116.2,80.6,22,40,4.7,2020-08-08
837,barstow,35.0,-116.4,80.6,22,40,4.7,2020-08-08
838,barstow,35.0,-116.6,80.6,22,40,4.7,2020-08-08
839,barstow,35.0,-116.8,76.19,28,1,14.99,2020-08-08
840,barstow,35.0,-117.0,74.19,22,40,4.7,2020-08-08
841,barstow,35.0,-117.2,72.84,28,1,14.99,2020-08-08
842,barstow,35.0,-117.4,71.44,29,1,11.41,2020-08-08
843,california city,35.0,-117.6,72.46,29,1,11.41,2020-08-08
844,california city,35.0,-117.8,72.93,29,1,11.41,2020-08-08
845,california city,35.0,-118.0,71.92,29,1,11.41,2020-08-08
846,california city,35.0,-118.2,70.09,35,1,6.93,2020-08-08
847,tehachapi,35.0,-118.4,69.94,42,1,6.51,2020-08-08
848,tehachapi,35.0,-118.6,68.43,35,1,6.93,2020-08-08
849,arvin,35.0,-118.8,68.76,42,1,0.67,2020-08-08
850,arvin,35.0,-119.0,66.47,27,1,8.05,2020-08-08
851,taft,35.0,-119.2,67.19,27,1,8.05,2020-08-08
852,taft,35.0,-119.4,67.42,27,1,8.05,2020-08-08
853,taft,35.0,-119.6,62.58,87,40,3.74,2020-08-08
854,taft,35.0,-119.8,58.26,87,40,2.86,2020-08-08
855,santa maria,35.0,-120.0,57.27,87,90,2.06,2020-08-08
856,santa maria,35.0,-120.2,56.17,93,90,3.36,2020-08-08
857,santa maria,35.0,-120.4,55.99,87,90,1.63,2020-08-08
858,arroyo grande,35.0,-120.6,55.89,93,40,3.04,2020-08-08
859,pismo beach,35.0,-120.8,56.01,93,40,4.56,2020-08-08
860,pismo beach,35.0,-121.0,56.08,87,90,4.7,2020-08-08
861,morro bay,35.0,-121.2,57.06,93,40,5.66,2020-08-08
862,morro bay,35.0,-121.4,57.0,97,25,1.01,2020-08-08
863,morro bay,35.0,-121.6,59.59,94,11,8.52,2020-08-08
864,morro bay,35.0,-121.8,59.88,94,8,9.22,2020-08-08
865,morro bay,35.0,-122.0,60.17,93,4,10.18,2020-08-08
866,morro bay,35.0,-122.2,60.46,91,0,11.45,2020-08-08
867,morro bay,35.0,-122.4,60.64,90,0,12.8,2020-08-08
868,monterey,35.0,-122.6,60.78,89,0,14.14,2020-08-08
869,monterey,35.0,-122.8,61.0,89,0,15.57,2020-08-08
870,monterey,35.0,-123.0,61.43,88,0,17.22,2020-08-08
871,pacific grove,35.0,-123.2,61.72,88,0,18.59,2020-08-08
872,pacific grove,35.0,-123.4,62.11,87,0,19.71,2020-08-08
873,pacific grove,35.0,-123.6,62.55,86,0,20.65,2020-08-08
874,pacific grove,35.0,-123.8,62.94,86,1,21.56,2020-08-08
875,pacific grove,35.0,-124.0,63.23,85,6,22.7,2020-08-08
876,pacific grove,35.0,-124.2,63.52,84,10,23.51,2020-08-08
877,pacific grove,35.0,-124.4,63.81,84,4,23.96,2020-08-08
878,pacific grove,35.0,-124.6,64.09,83,0,24.32,2020-08-08
879,pacific grove,35.0,-124.8,64.35,82,0,24.74,2020-08-08
880,kingman,35.2,-114.0,78.98,11,1,11.41,2020-08-08
881,kingman,35.2,-114.2,81.05,11,1,11.41,2020-08-08
882,bullhead city,35.2,-114.4,82.2,11,1,11.41,2020-08-08
883,bullhead city,35.2,-114.6,84.49,4,1,5.82,2020-08-08
884,bullhead city,35.2,-114.8,87.35,4,1,5.82,2020-08-08
885,bullhead city,35.2,-115.0,87.17,4,1,5.82,2020-08-08
886,bullhead city,35.2,-115.2,86.2,12,0,4.43,2020-08-08
887,bullhead city,35.2,-115.4,60.6,31,0,4.74,2020-08-08
888,spring valley,35.2,-115.6,66.0,29,0,2.64,2020-08-08
889,pahrump,35.2,-115.8,69.4,32,0,2.89,2020-08-08
890,pahrump,35.2,-116.0,80.6,22,40,4.7,2020-08-08
891,barstow,35.2,-116.2,80.6,22,40,4.7,2020-08-08
892,barstow,35.2,-116.4,80.6,22,40,4.7,2020-08-08
893,barstow,35.2,-116.6,80.6,22,40,4.7,2020-08-08
894,barstow,35.2,-116.8,79.63,22,40,4.7,2020-08-08
895,barstow,35.2,-117.0,77.04,22,40,4.7,2020-08-08
896,barstow,35.2,-117.2,75.7,22,40,4.7,2020-08-08
897,barstow,35.2,-117.4,74.26,29,1,11.41,2020-08-08
898,california city,35.2,-117.6,72.95,29,1,11.41,2020-08-08
899,california city,35.2,-117.8,72.21,29,1,11.41,2020-08-08
900,california city,35.2,-118.0,70.74,35,1,6.93,2020-08-08
901,california city,35.2,-118.2,70.07,35,1,6.93,2020-08-08
902,tehachapi,35.2,-118.4,70.25,42,1,5.61,2020-08-08
903,tehachapi,35.2,-118.6,69.66,42,1,2.51,2020-08-08
904,arvin,35.2,-118.8,69.66,27,1,8.05,2020-08-08
905,lamont,35.2,-119.0,68.63,27,1,8.05,2020-08-08
906,bakersfield,35.2,-119.2,71.01,27,1,8.05,2020-08-08
907,taft,35.2,-119.4,73.13,27,1,8.05,2020-08-08
908,taft,35.2,-119.6,76.37,27,1,8.05,2020-08-08
909,taft,35.2,-119.8,60.46,87,90,4.85,2020-08-08
910,santa maria,35.2,-120.0,56.46,87,90,2.8,2020-08-08
911,santa maria,35.2,-120.2,56.26,87,90,4.7,2020-08-08
912,arroyo grande,35.2,-120.4,56.01,87,90,4.7,2020-08-08
913,pismo beach,35.2,-120.6,56.1,87,90,4.7,2020-08-08
914,san luis obispo,35.2,-120.8,56.1,87,90,4.7,2020-08-08
915,morro bay,35.2,-121.0,56.07,87,90,4.7,2020-08-08
916,morro bay,35.2,-121.2,55.99,87,90,4.7,2020-08-08
917,morro bay,35.2,-121.4,56.88,87,90,4.7,2020-08-08
918,morro bay,35.2,-121.6,57.0,97,17,1.01,2020-08-08
919,morro bay,35.2,-121.8,59.41,94,2,8.16,2020-08-08
920,morro bay,35.2,-122.0,59.59,93,0,9.01,2020-08-08
921,morro bay,35.2,-122.2,59.77,92,0,10.09,2020-08-08
922,monterey,35.2,-122.4,60.1,91,0,11.45,2020-08-08
923,monterey,35.2,-122.6,60.35,90,0,13.06,2020-08-08
924,monterey,35.2,-122.8,60.57,89,0,14.9,2020-08-08
925,monterey,35.2,-123.0,61.0,88,0,16.87,2020-08-08
926,pacific grove,35.2,-123.2,61.39,88,0,18.5,2020-08-08
927,pacific grove,35.2,-123.4,61.83,87,2,19.91,2020-08-08
928,pacific grove,35.2,-123.6,62.26,87,2,21.14,2020-08-08
929,pacific grove,35.2,-123.8,62.69,86,1,22.24,2020-08-08
930,pacific grove,35.2,-124.0,63.09,85,1,23.17,2020-08-08
931,pacific grove,35.2,-124.2,63.48,84,2,23.96,2020-08-08
932,pacific grove,35.2,-124.4,63.72,84,0,24.52,2020-08-08
933,pacific grove,35.2,-124.6,64.0,83,0,24.9,2020-08-08
934,pacific grove,35.2,-124.8,64.35,82,0,25.14,2020-08-08
935,kingman,35.4,-114.0,77.4,11,1,11.41,2020-08-08
936,kingman,35.4,-114.2,78.94,11,1,11.41,2020-08-08
937,bullhead city,35.4,-114.4,79.61,11,1,11.41,2020-08-08
938,bullhead city,35.4,-114.6,80.6,11,1,11.41,2020-08-08
939,bullhead city,35.4,-114.8,82.74,10,75,3.36,2020-08-08
940,bullhead city,35.4,-115.0,84.88,10,75,3.36,2020-08-08
941,henderson,35.4,-115.2,84.78,12,1,9.17,2020-08-08
942,spring valley,35.4,-115.4,83.34,12,1,9.17,2020-08-08
943,spring valley,35.4,-115.6,68.18,25,0,5.97,2020-08-08
944,pahrump,35.4,-115.8,68.56,30,0,7.11,2020-08-08
945,pahrump,35.4,-116.0,80.6,22,40,4.7,2020-08-08
946,pahrump,35.4,-116.2,80.6,22,40,4.7,2020-08-08
947,barstow,35.4,-116.4,80.6,22,40,4.7,2020-08-08
948,barstow,35.4,-116.6,80.6,22,40,4.7,2020-08-08
949,barstow,35.4,-116.8,80.6,22,40,4.7,2020-08-08
950,barstow,35.4,-117.0,80.6,22,40,4.7,2020-08-08
951,ridgecrest,35.4,-117.2,78.1,22,40,4.7,2020-08-08
952,ridgecrest,35.4,-117.4,75.54,30,0,6.13,2020-08-08
953,ridgecrest,35.4,-117.6,73.44,29,1,11.41,2020-08-08
954,ridgecrest,35.4,-117.8,73.11,30,0,4.74,2020-08-08
955,california city,35.4,-118.0,70.84,35,1,6.93,2020-08-08
956,california city,35.4,-118.2,70.63,35,1,6.93,2020-08-08
957,tehachapi,35.4,-118.4,70.93,35,1,6.93,2020-08-08
958,arvin,35.4,-118.6,71.2,27,1,8.05,2020-08-08
959,lamont,35.4,-118.8,70.65,27,1,8.05,2020-08-08
960,oildale,35.4,-119.0,71.71,27,1,8.05,2020-08-08
961,shafter,35.4,-119.2,73.24,27,1,8.05,2020-08-08
962,shafter,35.4,-119.4,75.45,28,1,3.36,2020-08-08
963,taft,35.4,-119.6,75.79,27,1,8.05,2020-08-08
964,taft,35.4,-119.8,68.56,28,1,3.36,2020-08-08
965,taft,35.4,-120.0,56.35,87,90,4.7,2020-08-08
966,san luis obispo,35.4,-120.2,56.14,87,90,4.7,2020-08-08
967,san luis obispo,35.4,-120.4,56.03,87,90,4.7,2020-08-08
968,atascadero,35.4,-120.6,55.99,87,90,4.7,2020-08-08
969,morro bay,35.4,-120.8,55.99,87,90,4.7,2020-08-08
970,morro bay,35.4,-121.0,56.03,87,90,4.7,2020-08-08
971,morro bay,35.4,-121.2,55.87,87,90,4.7,2020-08-08
972,morro bay,35.4,-121.4,55.36,97,55,1.01,2020-08-08
973,morro bay,35.4,-121.6,57.0,97,25,1.01,2020-08-08
974,morro bay,35.4,-121.8,57.0,97,7,1.01,2020-08-08
975,morro bay,35.4,-122.0,59.23,93,0,7.74,2020-08-08
976,monterey,35.4,-122.2,59.29,93,0,8.79,2020-08-08
977,monterey,35.4,-122.4,59.56,92,0,10.22,2020-08-08
978,monterey,35.4,-122.6,59.85,90,0,12.1,2020-08-08
979,monterey,35.4,-122.8,60.13,89,0,14.23,2020-08-08
980,pacific grove,35.4,-123.0,60.57,88,0,16.4,2020-08-08
981,pacific grove,35.4,-123.2,61.09,87,0,18.37,2020-08-08
982,pacific grove,35.4,-123.4,61.54,87,0,19.89,2020-08-08
983,pacific grove,35.4,-123.6,62.01,87,3,21.18,2020-08-08
984,pacific grove,35.4,-123.8,62.51,86,4,22.37,2020-08-08
985,pacific grove,35.4,-124.0,62.94,85,0,23.35,2020-08-08
986,pacific grove,35.4,-124.2,63.37,84,0,24.09,2020-08-08
987,pacific grove,35.4,-124.4,63.66,84,0,24.81,2020-08-08
988,pacific grove,35.4,-124.6,63.99,83,0,25.32,2020-08-08
989,pacific grove,35.4,-124.8,64.35,82,0,25.61,2020-08-08
990,kingman,35.6,-114.0,74.64,11,1,11.41,2020-08-08
991,kingman,35.6,-114.2,76.78,11,1,11.41,2020-08-08
992,bullhead city,35.6,-114.4,78.4,10,75,3.36,2020-08-08
993,boulder city,35.6,-114.6,80.91,10,75,3.36,2020-08-08
994,boulder city,35.6,-114.8,85.03,10,75,3.36,2020-08-08
995,boulder city,35.6,-115.0,84.63,10,75,3.36,2020-08-08
996,henderson,35.6,-115.2,84.09,12,1,9.17,2020-08-08
997,spring valley,35.6,-115.4,83.97,12,1,9.17,2020-08-08
998,spring valley,35.6,-115.6,84.61,12,1,9.17,2020-08-08
999,pahrump,35.6,-115.8,84.0,16,0,4.0,2020-08-08
1000,pahrump,35.6,-116.0,80.6,22,40,4.7,2020-08-08
1001,pahrump,35.6,-116.2,80.6,22,40,4.7,2020-08-08
1002,pahrump,35.6,-116.4,80.6,22,40,4.7,2020-08-08
1003,barstow,35.6,-116.6,80.6,22,40,4.7,2020-08-08
1004,barstow,35.6,-116.8,80.6,22,40,4.7,2020-08-08
1005,ridgecrest,35.6,-117.0,80.6,22,40,4.7,2020-08-08
1006,ridgecrest,35.6,-117.2,80.6,30,0,6.08,2020-08-08
1007,ridgecrest,35.6,-117.4,79.56,30,0,5.55,2020-08-08
1008,ridgecrest,35.6,-117.6,77.43,30,0,4.56,2020-08-08
1009,ridgecrest,35.6,-117.8,76.24,30,0,3.58,2020-08-08
1010,ridgecrest,35.6,-118.0,73.06,30,0,7.47,2020-08-08
1011,california city,35.6,-118.2,69.91,30,0,4.99,2020-08-08
1012,tehachapi,35.6,-118.4,70.29,42,1,2.46,2020-08-08
1013,arvin,35.6,-118.6,70.72,27,1,8.05,2020-08-08
1014,oildale,35.6,-118.8,71.69,27,1,8.05,2020-08-08
1015,oildale,35.6,-119.0,73.26,27,1,8.05,2020-08-08
1016,shafter,35.6,-119.2,75.36,28,1,3.36,2020-08-08
1017,wasco,35.6,-119.4,75.65,28,1,3.36,2020-08-08
1018,wasco,35.6,-119.6,75.43,28,1,3.36,2020-08-08
1019,wasco,35.6,-119.8,73.87,28,1,3.36,2020-08-08
1020,avenal,35.6,-120.0,61.27,77,1,3.36,2020-08-08
1021,avenal,35.6,-120.2,56.03,77,1,3.36,2020-08-08
1022,atascadero,35.6,-120.4,56.21,77,1,3.36,2020-08-08
1023,atascadero,35.6,-120.6,56.26,77,1,3.36,2020-08-08
1024,atascadero,35.6,-120.8,55.89,77,1,3.36,2020-08-08
1025,morro bay,35.6,-121.0,55.96,77,1,3.36,2020-08-08
1026,morro bay,35.6,-121.2,56.57,77,1,3.36,2020-08-08
1027,morro bay,35.6,-121.4,55.94,97,54,1.01,2020-08-08
1028,king city,35.6,-121.6,57.0,97,40,1.01,2020-08-08
1029,greenfield,35.6,-121.8,57.0,97,15,1.01,2020-08-08
1030,monterey,35.6,-122.0,58.87,94,0,6.04,2020-08-08
1031,monterey,35.6,-122.2,58.87,93,0,7.31,2020-08-08
1032,monterey,35.6,-122.4,59.05,92,2,8.9,2020-08-08
1033,monterey,35.6,-122.6,59.31,91,4,10.96,2020-08-08
1034,pacific grove,35.6,-122.8,59.65,90,4,13.29,2020-08-08
1035,pacific grove,35.6,-123.0,60.13,88,0,15.64,2020-08-08
1036,pacific grove,35.6,-123.2,60.76,87,0,17.83,2020-08-08
1037,pacific grove,35.6,-123.4,61.29,87,0,19.55,2020-08-08
1038,pacific grove,35.6,-123.6,61.83,86,2,20.96,2020-08-08
1039,pacific grove,35.6,-123.8,62.38,86,4,22.21,2020-08-08
1040,pacific grove,35.6,-124.0,62.87,85,0,23.26,2020-08-08
1041,pacific grove,35.6,-124.2,63.3,84,0,24.11,2020-08-08
1042,pacific grove,35.6,-124.4,63.63,84,0,24.94,2020-08-08
1043,half moon bay,35.6,-124.6,63.99,83,0,25.61,2020-08-08
1044,half moon bay,35.6,-124.8,64.35,82,0,26.04,2020-08-08
1045,kingman,35.8,-114.0,71.2,11,1,11.41,2020-08-08
1046,kingman,35.8,-114.2,72.5,10,75,3.36,2020-08-08
1047,boulder city,35.8,-114.4,77.11,10,75,3.36,2020-08-08
1048,boulder city,35.8,-114.6,84.09,10,75,3.36,2020-08-08
1049,boulder city,35.8,-114.8,84.54,10,75,3.36,2020-08-08
1050,henderson,35.8,-115.0,84.45,10,75,3.36,2020-08-08
1051,paradise,35.8,-115.2,84.45,12,1,9.17,2020-08-08
1052,spring valley,35.8,-115.4,84.43,12,1,9.17,2020-08-08
1053,spring valley,35.8,-115.6,83.71,12,1,9.17,2020-08-08
1054,pahrump,35.8,-115.8,81.86,12,1,9.17,2020-08-08
1055,pahrump,35.8,-116.0,65.48,15,0,1.99,2020-08-08
1056,pahrump,35.8,-116.2,72.95,22,40,4.7,2020-08-08
1057,pahrump,35.8,-116.4,75.25,22,40,4.7,2020-08-08
1058,pahrump,35.8,-116.6,77.13,22,40,4.7,2020-08-08
1059,ridgecrest,35.8,-116.8,80.6,22,40,4.7,2020-08-08
1060,ridgecrest,35.8,-117.0,80.6,30,0,6.71,2020-08-08
1061,ridgecrest,35.8,-117.2,75.51,30,0,4.81,2020-08-08
1062,ridgecrest,35.8,-117.4,74.32,30,0,3.78,2020-08-08
1063,ridgecrest,35.8,-117.6,74.53,30,0,2.39,2020-08-08
1064,ridgecrest,35.8,-117.8,74.7,30,0,2.24,2020-08-08
1065,ridgecrest,35.8,-118.0,66.45,30,0,7.27,2020-08-08
1066,ridgecrest,35.8,-118.2,65.08,30,0,4.09,2020-08-08
1067,tehachapi,35.8,-118.4,72.21,60,1,4.7,2020-08-08
1068,porterville,35.8,-118.6,73.11,60,1,4.7,2020-08-08
1069,porterville,35.8,-118.8,73.51,60,1,4.7,2020-08-08
1070,delano,35.8,-119.0,74.14,28,1,3.36,2020-08-08
1071,delano,35.8,-119.2,74.5,28,1,3.36,2020-08-08
1072,delano,35.8,-119.4,75.13,28,1,3.36,2020-08-08
1073,corcoran,35.8,-119.6,74.66,28,1,3.36,2020-08-08
1074,corcoran,35.8,-119.8,73.81,28,1,3.36,2020-08-08
1075,avenal,35.8,-120.0,73.27,43,1,6.93,2020-08-08
1076,avenal,35.8,-120.2,64.24,77,1,3.36,2020-08-08
1077,avenal,35.8,-120.4,62.15,77,1,3.36,2020-08-08
1078,atascadero,35.8,-120.6,61.07,77,1,3.36,2020-08-08
1079,atascadero,35.8,-120.8,56.75,77,1,3.36,2020-08-08
1080,king city,35.8,-121.0,56.46,77,1,3.36,2020-08-08
1081,king city,35.8,-121.2,56.7,77,1,3.36,2020-08-08
1082,king city,35.8,-121.4,57.69,97,48,1.01,2020-08-08
1083,king city,35.8,-121.6,59.09,97,58,1.01,2020-08-08
1084,greenfield,35.8,-121.8,60.78,83,30,1.01,2020-08-08
1085,monterey,35.8,-122.0,62.01,83,3,1.01,2020-08-08
1086,monterey,35.8,-122.2,62.01,83,1,1.01,2020-08-08
1087,monterey,35.8,-122.4,62.01,83,5,1.01,2020-08-08
1088,pacific grove,35.8,-122.6,58.8,92,9,9.64,2020-08-08
1089,pacific grove,35.8,-122.8,59.16,90,10,12.1,2020-08-08
1090,pacific grove,35.8,-123.0,59.74,89,1,14.63,2020-08-08
1091,pacific grove,35.8,-123.2,60.42,87,0,17.02,2020-08-08
1092,pacific grove,35.8,-123.4,61.05,86,0,18.99,2020-08-08
1093,pacific grove,35.8,-123.6,61.65,86,0,20.6,2020-08-08
1094,pacific grove,35.8,-123.8,62.22,85,0,21.92,2020-08-08
1095,pacific grove,35.8,-124.0,62.8,85,0,23.09,2020-08-08
1096,pacific grove,35.8,-124.2,63.23,84,0,24.14,2020-08-08
1097,half moon bay,35.8,-124.4,63.57,83,0,25.08,2020-08-08
1098,half moon bay,35.8,-124.6,63.93,83,0,25.84,2020-08-08
1099,half moon bay,35.8,-124.8,64.27,82,0,26.37,2020-08-08
1100,kingman,36.0,-114.0,70.47,13,0,1.99,2020-08-08
1101,boulder city,36.0,-114.2,72.7,10,75,3.36,2020-08-08
1102,boulder city,36.0,-114.4,79.61,10,75,3.36,2020-08-08
1103,boulder city,36.0,-114.6,84.81,10,75,3.36,2020-08-08
1104,boulder city,36.0,-114.8,84.34,10,75,3.36,2020-08-08
1105,henderson,36.0,-115.0,84.45,12,1,9.17,2020-08-08
1106,paradise,36.0,-115.2,84.56,12,1,9.17,2020-08-08
1107,spring valley,36.0,-115.4,83.93,10,20,5.82,2020-08-08
1108,spring valley,36.0,-115.6,83.34,10,20,5.82,2020-08-08
1109,pahrump,36.0,-115.8,82.56,10,20,5.82,2020-08-08
1110,pahrump,36.0,-116.0,67.1,10,1,8.05,2020-08-08
1111,pahrump,36.0,-116.2,63.43,15,0,1.99,2020-08-08
1112,pahrump,36.0,-116.4,71.01,15,0,1.99,2020-08-08
1113,pahrump,36.0,-116.6,71.01,15,0,1.99,2020-08-08
1114,pahrump,36.0,-116.8,71.01,15,0,1.99,2020-08-08
1115,ridgecrest,36.0,-117.0,66.99,38,0,6.26,2020-08-08
1116,ridgecrest,36.0,-117.2,73.13,30,0,3.11,2020-08-08
1117,ridgecrest,36.0,-117.4,73.67,30,0,2.62,2020-08-08
1118,ridgecrest,36.0,-117.6,73.71,30,0,1.41,2020-08-08
1119,ridgecrest,36.0,-117.8,69.12,30,0,1.52,2020-08-08
1120,ridgecrest,36.0,-118.0,65.66,30,0,5.39,2020-08-08
1121,ridgecrest,36.0,-118.2,65.97,30,0,3.33,2020-08-08
1122,porterville,36.0,-118.4,69.93,60,1,4.7,2020-08-08
1123,porterville,36.0,-118.6,70.66,60,1,4.7,2020-08-08
1124,porterville,36.0,-118.8,71.91,60,1,4.7,2020-08-08
1125,porterville,36.0,-119.0,73.18,60,1,4.7,2020-08-08
1126,porterville,36.0,-119.2,73.15,60,1,4.7,2020-08-08
1127,corcoran,36.0,-119.4,73.15,60,1,4.7,2020-08-08
1128,corcoran,36.0,-119.6,73.81,57,1,6.93,2020-08-08
1129,corcoran,36.0,-119.8,73.98,43,1,6.93,2020-08-08
1130,avenal,36.0,-120.0,73.87,43,1,6.93,2020-08-08
1131,avenal,36.0,-120.2,71.17,43,1,6.93,2020-08-08
1132,coalinga,36.0,-120.4,65.97,77,1,3.36,2020-08-08
1133,coalinga,36.0,-120.6,63.59,77,1,3.36,2020-08-08
1134,king city,36.0,-120.8,61.99,77,1,3.36,2020-08-08
1135,king city,36.0,-121.0,57.6,77,1,3.36,2020-08-08
1136,king city,36.0,-121.2,58.66,77,1,3.36,2020-08-08
1137,king city,36.0,-121.4,59.74,97,30,1.01,2020-08-08
1138,greenfield,36.0,-121.6,59.13,72,90,1.23,2020-08-08
1139,monterey,36.0,-121.8,59.32,72,90,2.24,2020-08-08
1140,monterey,36.0,-122.0,59.58,72,90,1.03,2020-08-08
1141,monterey,36.0,-122.2,60.15,83,2,1.01,2020-08-08
1142,pacific grove,36.0,-122.4,62.01,83,0,1.01,2020-08-08
1143,pacific grove,36.0,-122.6,62.01,83,3,1.01,2020-08-08
1144,pacific grove,36.0,-122.8,58.87,91,6,11.05,2020-08-08
1145,pacific grove,36.0,-123.0,59.45,89,0,13.85,2020-08-08
1146,pacific grove,36.0,-123.2,60.03,87,0,16.35,2020-08-08
1147,pacific grove,36.0,-123.4,60.71,86,0,18.5,2020-08-08
1148,pacific grove,36.0,-123.6,61.36,86,0,20.22,2020-08-08
1149,pacific grove,36.0,-123.8,61.93,85,0,21.63,2020-08-08
1150,half moon bay,36.0,-124.0,62.51,85,0,23.09,2020-08-08
1151,half moon bay,36.0,-124.2,62.94,84,0,24.27,2020-08-08
1152,half moon bay,36.0,-124.4,63.37,83,0,25.28,2020-08-08
1153,half moon bay,36.0,-124.6,63.73,83,0,26.04,2020-08-08
1154,half moon bay,36.0,-124.8,64.02,82,0,26.6,2020-08-08
1155,boulder city,36.2,-114.0,69.01,13,0,1.99,2020-08-08
1156,boulder city,36.2,-114.2,72.86,10,75,3.36,2020-08-08
1157,boulder city,36.2,-114.4,80.22,10,75,3.36,2020-08-08
1158,boulder city,36.2,-114.6,83.7,9,1,5.82,2020-08-08
1159,boulder city,36.2,-114.8,84.51,9,1,5.82,2020-08-08
1160,sunrise manor,36.2,-115.0,84.06,9,1,5.82,2020-08-08
1161,las vegas,36.2,-115.2,84.27,9,1,3.36,2020-08-08
1162,spring valley,36.2,-115.4,83.25,9,1,3.36,2020-08-08
1163,spring valley,36.2,-115.6,82.76,10,1,2.68,2020-08-08
1164,pahrump,36.2,-115.8,81.7,10,1,2.89,2020-08-08
1165,pahrump,36.2,-116.0,75.61,10,1,8.05,2020-08-08
1166,pahrump,36.2,-116.2,68.22,10,1,8.05,2020-08-08
1167,pahrump,36.2,-116.4,69.58,10,1,8.05,2020-08-08
1168,pahrump,36.2,-116.6,71.89,10,1,8.05,2020-08-08
1169,pahrump,36.2,-116.8,71.01,15,0,1.99,2020-08-08
1170,ridgecrest,36.2,-117.0,66.99,38,0,5.88,2020-08-08
1171,ridgecrest,36.2,-117.2,66.99,38,0,4.59,2020-08-08
1172,ridgecrest,36.2,-117.4,71.8,30,0,3.31,2020-08-08
1173,ridgecrest,36.2,-117.6,71.89,30,0,2.35,2020-08-08
1174,ridgecrest,36.2,-117.8,67.8,30,0,2.42,2020-08-08
1175,ridgecrest,36.2,-118.0,63.79,30,0,4.41,2020-08-08
1176,ridgecrest,36.2,-118.2,63.59,82,0,3.02,2020-08-08
1177,porterville,36.2,-118.4,68.14,60,1,4.7,2020-08-08
1178,porterville,36.2,-118.6,69.03,60,1,4.7,2020-08-08
1179,porterville,36.2,-118.8,70.18,60,1,4.7,2020-08-08
